ORDER,DISTRICT,CONSTITUENCY,SUB COUNTY,PARISH,STATION,REG VOTERS,ABED  BWANIKA,AMAMA  MBABAZI,BARYAMUREEBA  VENANSIUS,BENON  BUTA BIRAARO,KIZZA  BESIGYE KIFEFE,MABIRIZI  JOSEPH,MAUREEN  FAITH KYALYA WALUUBE,YOWERI  KAGUTA MUSEVENI,VALID VOTES,INVALID VOTES,TOTAL VOTES
17808,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,20 NAMATABA [M-M],893,8,4,0,2,351,1,3,167,536,10,546
17809,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,21 NAMATABA [N-NAKA],746,9,3,0,0,203,0,2,110,327,50,377
17810,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,22 NAMATABA [NAKE-NAMO],636,5,0,0,1,179,1,0,124,310,16,326
17811,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,23 NAMATABA [NAMP-NAZ],820,8,2,0,1,247,0,2,171,431,8,439
17812,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,24 NAMATABA [ND-SH],813,6,3,0,2,345,0,0,112,468,19,487
17813,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,25 NAMATABA [SI-Z],823,4,4,0,2,344,0,1,118,473,17,490
17814,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,01 KAMULI C.O.U (A-J),843,12,9,1,2,263,0,1,115,403,30,433
17815,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,02 KAMULI C.O.U (K-K),747,4,8,1,1,285,0,0,143,442,7,449
17816,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,03 KAMULI C.O.U (L-M),685,7,10,1,3,275,1,2,129,428,0,428
17817,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,04 KAMULI C.O.U (N-NAL),609,5,2,1,1,195,1,0,100,305,3,308
17818,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,05 KAMULI C.O.U (NAM-NZ),747,7,4,1,0,233,0,1,130,376,12,388
17819,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,06 KAMULI C.O.U (O-Z),811,5,7,0,1,344,0,0,166,523,22,545
17820,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,07 KASOKOSO BEACH (A-J),867,1,1,1,1,303,1,2,126,436,2,438
17821,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,08 KASOKOSO BEACH [K-K],812,4,4,0,0,302,0,3,142,455,2,457
17822,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,09 KASOKOSO BEACH(L-M),749,1,1,0,0,336,0,0,109,447,3,450
17823,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,10 KASOKOSO BEACH (N-NAK),784,1,1,1,0,260,1,1,125,390,9,399
17824,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,11 KASOKOSO BEACH (NAL-NAR),890,3,1,2,1,278,0,1,123,409,5,414
17825,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,12 KASOKOSO BEACH (NAS-O),642,0,5,2,0,255,0,1,82,345,7,352
17826,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,13 KASOKOSO BEACH (P-Z),775,3,2,0,0,326,0,2,82,415,2,417
17827,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,14 KIREKA CENTRAL [A-M] -AT KIREKA HEALTH CENTRE,621,1,6,0,0,249,0,0,68,324,1,325
17828,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,15 KIREKA CENTRAL [N-Z] -AT KIREKA HEALTH CENTRE,614,2,3,0,0,214,0,0,64,283,0,283
17829,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,16 KIREKA REH. CENTRE (A-J),790,2,4,0,1,252,2,0,89,350,43,393
17830,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,17 KIREKA REH. CENTRE (K-K),856,4,9,1,3,389,0,1,105,512,1,513
17831,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,18 KIREKA REH. CENTRE (L-M),828,5,8,1,1,370,0,2,91,478,9,487
17832,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,19 KIREKA REH. CENTRE (N-NAL),754,7,3,1,1,233,0,2,122,369,7,376
17833,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,20 KIREKA REH. CENTRE (NAM-NZ),876,8,2,0,0,299,0,0,118,427,13,440
17834,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,21 KIREKA REH. CENTRE (O-Z),741,4,12,0,0,378,0,1,72,467,0,467
17835,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,22 KIREKA UMEA P/S (A-J),569,0,0,0,0,0,0,0,0,0,0,0
17836,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,23 KIREKA UMEA P/S (K-L),578,4,5,0,0,245,0,3,95,352,14,366
17837,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,24 KIREKA UMEA P/S (M-NAK),802,0,0,0,0,0,0,0,0,0,0,0
17838,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,25 KIREKA UMEA P/S (NAL-NZ),638,6,6,2,0,210,0,2,135,361,2,363
17839,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,26 KIREKA UMEA P/S (O-Z),509,1,4,0,2,234,0,1,72,314,1,315
17840,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,27 NAALYA EBENEZER NURSERY (A-K),457,14,6,0,5,143,0,0,108,276,0,276
17841,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,28 NAALYA EBENEZER NURSERY (L-Z),530,10,10,2,6,186,0,1,97,312,1,313
17842,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,29 SDA CHURCH KIREKA D (A-A),611,1,0,0,0,174,0,0,53,228,5,233
17843,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,30 SDA CHURCH KIREKA D (B-J),618,1,1,0,0,220,0,2,94,318,1,319
17844,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,31 SDA CHURCH KIREKA D (K-KW),907,8,3,0,0,295,0,0,142,448,51,499
17845,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,32 SDA CHURCH KIREKA D (KY - MUM),788,4,2,2,0,307,1,3,128,447,60,507
17846,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,33 SDA CHURCH KIREKA D (MUN - NAJ),665,1,1,2,0,245,1,2,86,338,3,341
17847,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,34 SDA CHURCH KIREKA D (NAK - NALU),597,2,0,0,0,192,1,0,81,276,6,282
17848,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,35 SDA CHURCH KIREKA D (NALW - NAP),896,4,0,0,0,255,0,0,126,385,0,385
17849,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,36 SDA CHURCH KIREKA D (NAR - O),852,3,3,0,0,358,0,2,87,453,3,456
17850,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,37 SDA CHURCH KIREKA D (P - Z),962,5,9,0,0,357,0,1,117,489,2,491
17851,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,38 SDA CHURCH-KIREKA D,673,3,3,0,0,171,0,1,66,244,3,247
17852,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,39 ST. GONZAGA C/S KAMULI B (A-J),734,3,5,0,2,299,0,0,97,406,10,416
17853,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,40 ST. GONZAGA C/S KAMULI B (K-K),686,6,6,1,1,288,0,0,86,388,15,403
17854,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,41 ST. GONZAGA C/S KAMULI B (L-M),548,5,4,0,2,252,0,2,73,338,2,340
17855,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,42 ST. GONZAGA C/S KAMULI B (N-NAL),610,4,4,0,0,198,0,0,107,313,8,321
17856,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,43 ST. GONZAGA C/S KAMULI B (NAM-NZ),669,5,2,0,1,241,1,0,95,345,42,387
17857,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,44 ST. GONZAGA C/S KAMULI B (O-Z),677,5,7,2,0,317,1,0,96,428,4,432
17858,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,45 ST. MATIA PRI. SCH (A-KAP),641,4,5,0,1,248,0,0,87,345,4,349
17859,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,46 ST. MATIA PRI. SCH (KAR -M),789,6,8,0,0,354,0,1,129,498,5,503
17860,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,47 ST. MATIA PRI.SCH (N-NAN),820,4,2,0,1,278,1,0,153,439,11,450
17861,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,48 ST. MATIA PRI. SCH (NAP-Z),718,5,3,1,0,324,0,1,101,435,0,435
17862,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,49 ST. PETERS SEC. SCH (A-K),986,13,11,1,0,281,1,1,251,559,22,581
17863,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,50 ST. PETERS SEC. SCH (M-NAM),703,14,10,2,1,211,0,1,155,394,5,399
17864,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,51 ST. PETERS SEC. SCH (NAN-Z),683,5,4,1,1,252,0,0,143,406,2,408
17865,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,52 ST. STEPHEN C.O.U (A-M),714,9,5,0,1,290,2,2,108,417,0,417
17866,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,53 ST. STEPHEN C.O.U (N-Z),740,7,2,0,0,255,0,1,107,372,42,414
17867,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,54 ST. STEPHENS PRI.SCH (A-J),669,2,3,0,2,237,1,2,112,359,3,362
17868,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,55 ST. STEPHENS PRI.SCH (K-K),847,5,3,0,1,375,0,0,138,522,13,535
17869,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,56 ST. STEPHENS PRI.SCH (L-M),687,5,4,1,0,321,1,0,93,425,1,426
17870,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,57 ST. STEPHENS PRI. SCH (N-NAL),840,7,5,0,0,212,0,1,148,373,51,424
17871,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,58 ST. STEPHENS PRI. SCH (NAM-NZ),943,6,3,0,0,324,2,1,153,489,11,500
17872,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,005 KIREKA WARD,59 ST. STEPHENS PRI. SCH (O-Z),740,7,4,0,1,336,1,0,92,441,10,451
17873,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,01 UGANDA MARTYRS (A-J),866,4,5,2,1,303,1,0,126,442,1,443
17874,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,02 UGANDA MARTYRS (K-K),721,7,10,0,0,265,1,1,125,409,7,416
17875,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,03 UGANDA MARTYRS (L-M),653,6,4,0,0,229,1,1,133,374,3,377
17876,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,04 UGANDA MARTYRS (N-NAL),668,6,3,0,0,170,0,1,102,282,10,292
17877,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,05 UGANDA MARTYRS (NAM-NZ),855,6,4,1,1,215,1,0,135,363,55,418
17878,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,06 UGANDA MARTYRS (O-Z),885,1,10,0,0,356,0,0,123,490,25,515
17879,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,07 NAMUGONGO-BULOLI - AT NAMUGONGO MIXED,993,9,6,0,0,285,1,2,128,431,12,443
17880,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,08 KYALIWAJJALA PRIEST'S LAND (A-J),984,6,7,0,5,287,0,1,135,441,7,448
17881,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,09 KYALIWAJJALA PRIEST'S LAND (K-K),869,7,4,0,1,336,0,0,144,492,19,511
17882,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,10 KYALIWAJJALA PRIEST'S LAND (L-M),812,7,6,0,1,310,1,1,125,451,20,471
17883,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,11 KYALIWAJJALA PRIEST'S LAND (N-NAL),804,6,4,1,1,209,0,1,136,358,8,366
17884,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,12 KYALIWAJJALA PRIEST'S LAND (NAM-NZ),959,7,5,2,2,255,1,0,187,459,15,474
17885,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,13 KYALIWAJJALA PRIEST'S LAND (O-Z),1004,6,8,0,5,371,1,2,149,542,39,581
17886,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,14 MBALWA C.O.U (A-J),708,3,5,2,3,223,0,2,119,357,4,361
17887,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,15 MBALWA C.O.U (K-L),682,5,12,2,0,244,1,2,114,380,19,399
17888,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,16 MBALWA C.O.U (M-NAK),856,8,7,0,3,276,0,6,160,460,10,470
17889,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,17 MBALWA C.O.U (NAL-NZ),723,0,0,0,0,0,0,0,0,0,0,0
17890,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,18 MBALWA C.O.U (O-Z),700,8,5,1,0,290,1,0,106,411,1,412
17891,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,19 KYALIWAJJALA UMEA P/S (A-K),902,11,16,0,5,332,2,1,156,523,7,530
17892,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,20 KYALIWAJJALA UMEA P/S (L-NAL),784,2,11,0,3,280,1,4,126,427,13,440
17893,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,21 KYALIWAJJALA UMEA P/S (NAM-Z),912,9,3,1,4,359,1,0,136,513,2,515
17894,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,22 NAMUGONGO MIXED (A-J),841,9,2,1,4,275,0,1,146,438,10,448
17895,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,23 NAMUGONGO MIXED (K-K),653,6,8,1,0,235,0,1,129,380,4,384
17896,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,24 NAMUGONGO MIXED (L-M),619,4,6,1,3,247,1,1,113,376,22,398
17897,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,25 NAMUGONGO MIXED (N-NAL),689,0,0,0,0,0,0,0,0,0,0,0
17898,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,26 NAMUGONGO MIXED (NAM-NZ),737,5,3,0,1,203,2,1,155,370,5,375
17899,052 WAKISO,284 KIRA MUNICIPALITY,003 NAMUGONGO DIVISION,006 KYALIWAJJALA WARD,27 NAMUGONGO MIXED (O-Z),800,5,3,1,2,338,0,1,140,490,16,506
17900,053 YUMBE,006 ARINGA COUNTY,003 KURU,013 GOJURU,05 GOJURU P/SCHOOL,336,4,1,0,0,32,0,0,184,221,12,233
17901,053 YUMBE,006 ARINGA COUNTY,003 KURU,013 GOJURU,06 KURU ISLAMIC P/SCHOOL,487,3,7,4,0,52,3,3,275,347,27,374
17902,053 YUMBE,006 ARINGA COUNTY,003 KURU,015 RENDA,05 HUSSINA,546,4,5,5,1,104,2,1,244,366,10,376
17903,053 YUMBE,006 ARINGA COUNTY,003 KURU,015 RENDA,06 ARINGA PRIMARY SCHOOL,451,3,0,0,1,94,0,0,186,284,41,325
17904,053 YUMBE,006 ARINGA COUNTY,003 KURU,033 OMBA,01 OKULICACI PRI.SCHOOL,792,9,11,5,0,133,4,1,381,544,19,563
17905,053 YUMBE,006 ARINGA COUNTY,003 KURU,033 OMBA,02 ALIBA,324,6,4,1,1,75,0,1,137,225,11,236
17906,053 YUMBE,006 ARINGA COUNTY,003 KURU,033 OMBA,04 KURU PRIMARY SCHOOL,312,6,0,0,1,58,1,1,135,202,7,209
17907,053 YUMBE,006 ARINGA COUNTY,003 KURU,033 OMBA,05 AMBALA,134,0,3,2,1,14,1,0,62,83,8,91
17908,053 YUMBE,006 ARINGA COUNTY,003 KURU,035 ROGALE,01 LUKUNENE TRADING CENTRE,212,1,2,1,0,41,2,0,92,139,7,146
17909,053 YUMBE,006 ARINGA COUNTY,003 KURU,035 ROGALE,04 INIA PRIMARY SCHOOL,104,0,0,0,0,22,0,1,47,70,3,73
17910,053 YUMBE,006 ARINGA COUNTY,003 KURU,035 ROGALE,05 ARAFA MOSQUE,415,1,0,2,3,42,2,1,167,218,93,311
17911,053 YUMBE,006 ARINGA COUNTY,003 KURU,045 ALINGA,01 ALINGA P/SCHOOL,859,13,16,12,9,150,4,5,354,563,36,599
17912,053 YUMBE,006 ARINGA COUNTY,003 KURU,064 IMVENGA,01 AMANIRI,354,2,2,0,1,83,2,3,189,282,14,296
17913,053 YUMBE,006 ARINGA COUNTY,003 KURU,064 IMVENGA,02 IMVENGA,708,4,7,2,5,81,2,1,371,473,9,482
17914,053 YUMBE,006 ARINGA COUNTY,003 KURU,071 LIBUA,01 NACHUA,609,3,9,5,2,117,2,4,253,395,17,412
17915,053 YUMBE,006 ARINGA COUNTY,003 KURU,075 MECHU,01 RAMADAH,579,3,4,0,1,67,0,4,311,390,15,405
17916,053 YUMBE,006 ARINGA COUNTY,005 ROMOGI,023 BARINGA,05 BARAKALA MOSQUE,643,12,14,5,5,89,0,0,263,388,19,407
17917,053 YUMBE,006 ARINGA COUNTY,005 ROMOGI,023 BARINGA,06 LOMIRIJI,461,2,4,4,2,89,0,3,220,324,10,334
17918,053 YUMBE,006 ARINGA COUNTY,005 ROMOGI,025 LOCOMGBO,01 LOCOMGBO PRIMARY SCHOOL,661,8,12,9,1,68,5,5,249,357,44,401
17919,053 YUMBE,006 ARINGA COUNTY,005 ROMOGI,025 LOCOMGBO,02 HIRAYA MOSQUE,80,2,3,1,0,11,0,0,34,51,2,53
17920,053 YUMBE,006 ARINGA COUNTY,005 ROMOGI,054 BIDIBIDI,01 BIDIBIDI,503,3,14,2,0,55,1,0,276,351,40,391
17921,053 YUMBE,006 ARINGA COUNTY,005 ROMOGI,056 CHABILI,01 KULUPI P/SCHOOL,490,4,13,3,1,53,3,2,235,314,13,327
17922,053 YUMBE,006 ARINGA COUNTY,005 ROMOGI,056 CHABILI,02 GBORO MOSQUE,334,9,6,10,1,63,2,1,105,197,29,226
17923,053 YUMBE,006 ARINGA COUNTY,005 ROMOGI,065 EYETE,01 EYETE PRIMARY,300,3,5,1,1,62,0,2,116,190,18,208
17924,053 YUMBE,006 ARINGA COUNTY,005 ROMOGI,087 ONOKO,01 ONOKO MOSQUE,670,3,6,9,2,100,0,0,240,360,41,401
17925,053 YUMBE,006 ARINGA COUNTY,005 ROMOGI,095 SWINGA,01 KOATAYA,274,6,5,4,1,23,0,4,124,167,33,200
17926,053 YUMBE,006 ARINGA COUNTY,005 ROMOGI,095 SWINGA,02 FATAHA MOSQUE,520,4,14,7,1,54,1,2,234,317,38,355
17927,053 YUMBE,006 ARINGA COUNTY,007 YUMBE TOWN COUNCIL,040 LUKUTUA WARD,01 AFRICAN QUARTERS,473,5,9,0,0,121,0,1,173,309,9,318
17928,053 YUMBE,006 ARINGA COUNTY,007 YUMBE TOWN COUNCIL,040 LUKUTUA WARD,02 AROBUA MANGO TREE,534,6,11,5,2,99,2,7,181,313,46,359
17929,053 YUMBE,006 ARINGA COUNTY,007 YUMBE TOWN COUNCIL,041 ARUNGA WARD,01 COUNTY HALL,482,2,11,2,3,111,0,0,180,309,16,325
17930,053 YUMBE,006 ARINGA COUNTY,007 YUMBE TOWN COUNCIL,041 ARUNGA WARD,02 CHINIA,203,1,2,1,2,35,1,1,83,126,16,142
17931,053 YUMBE,006 ARINGA COUNTY,007 YUMBE TOWN COUNCIL,041 ARUNGA WARD,03 CHINIA MANGO TREE,151,1,1,0,0,37,0,1,43,83,11,94
17932,053 YUMBE,006 ARINGA COUNTY,007 YUMBE TOWN COUNCIL,041 ARUNGA WARD,07 MACHANGANI,543,1,6,0,1,118,0,0,242,368,10,378
17933,053 YUMBE,006 ARINGA COUNTY,007 YUMBE TOWN COUNCIL,042 CHARANGA WARD,01 MILIA,334,1,2,2,0,76,0,3,129,213,13,226
17934,053 YUMBE,006 ARINGA COUNTY,007 YUMBE TOWN COUNCIL,042 CHARANGA WARD,03 SOFAR MARUWA MOSQUE,352,6,11,2,1,86,1,2,148,257,21,278
17935,053 YUMBE,006 ARINGA COUNTY,007 YUMBE TOWN COUNCIL,042 CHARANGA WARD,40 MIJALE,325,3,5,0,0,70,0,0,138,216,9,225
17936,053 YUMBE,006 ARINGA COUNTY,007 YUMBE TOWN COUNCIL,047 AMANYIRI WARD,01 IRUNGA MANGO TREE,678,8,8,0,1,101,0,3,380,501,17,518
17937,053 YUMBE,006 ARINGA COUNTY,007 YUMBE TOWN COUNCIL,051 ARIGUYI WARD,01 ARINGA SEC SCHOOL,629,6,4,1,2,146,1,2,189,351,21,372
17938,053 YUMBE,006 ARINGA COUNTY,007 YUMBE TOWN COUNCIL,051 ARIGUYI WARD,02 ANSHWAR NURSERY SCHOOL,445,2,4,3,0,88,1,0,220,318,12,330
17939,053 YUMBE,006 ARINGA COUNTY,007 YUMBE TOWN COUNCIL,055 BILEWU WARD,01 MUNIR MOSQUE,882,3,7,1,4,157,0,2,274,448,36,484
17940,053 YUMBE,006 ARINGA COUNTY,007 YUMBE TOWN COUNCIL,055 BILEWU WARD,02 AHAABAB MOSQUE (A-D),472,3,6,1,0,107,1,0,177,295,24,319
17941,053 YUMBE,006 ARINGA COUNTY,007 YUMBE TOWN COUNCIL,055 BILEWU WARD,03 AHAABAB MOSQUE (E-Z),448,0,8,1,1,90,0,1,154,255,20,275
17942,053 YUMBE,006 ARINGA COUNTY,008 APO,022 ACHOLI,01 AGONGA CENTRAL,492,3,11,2,1,97,0,2,215,331,36,367
17943,053 YUMBE,006 ARINGA COUNTY,008 APO,022 ACHOLI,06 WOROWORO MAHOGANY TREE,557,1,16,0,1,82,1,3,257,361,23,384
17944,053 YUMBE,006 ARINGA COUNTY,008 APO,027 ORINZI,01 IRABIA,663,5,3,2,0,67,0,3,280,360,108,468
17945,053 YUMBE,006 ARINGA COUNTY,008 APO,028 PENA,01 ARAFA MOSQUE,463,9,12,8,0,119,3,4,179,334,27,361
17946,053 YUMBE,006 ARINGA COUNTY,008 APO,028 PENA,02 FATAHA PRIMARY SCHOOL,504,3,13,1,0,87,0,0,255,359,13,372
17947,053 YUMBE,006 ARINGA COUNTY,008 APO,028 PENA,04 OMBA PRIMARY SCHOOL,333,7,11,2,2,78,1,2,122,225,26,251
17948,053 YUMBE,006 ARINGA COUNTY,008 APO,037 ARIA,01 KISIMUNGA PRIMARY SCHOOL,392,4,7,1,0,49,0,2,208,271,6,277
17949,053 YUMBE,006 ARINGA COUNTY,008 APO,037 ARIA,02 KISIMUA MOSQUE,470,4,6,3,2,58,1,5,239,318,29,347
17950,053 YUMBE,006 ARINGA COUNTY,008 APO,039 KERILA,06 WADADA,447,1,1,2,0,91,0,2,201,298,11,309
17951,053 YUMBE,006 ARINGA COUNTY,008 APO,039 KERILA,07 ELEKE,512,1,4,1,0,85,2,0,180,273,42,315
17952,053 YUMBE,006 ARINGA COUNTY,008 APO,039 KERILA,08 OGUJABE,445,4,3,5,1,86,0,1,225,325,7,332
17953,053 YUMBE,006 ARINGA COUNTY,008 APO,050 ARANGA,01 BILIJIA PRIMARY SCHOOL,672,4,10,2,0,171,0,0,249,436,59,495
